user,location,geoLocation,tweet,timeStamp,replies,retweets,favorites,url
@megan_bisson,,,"When the bell rings at 2:30 today, it will sound like the halleluiah chorus.  #ChristmasBreak #hurryup",7:45 AM - 21 Dec 2012,0,2,5,https://www.twitter.com/megan_bisson/status/282149727234052096
@scuffman,,,Dare I say it.... BSN4! Last semester baby!!! #soexcited #christmasbreak,7:45 AM - 12 Dec 2012,0,1,6,https://www.twitter.com/scuffman/status/278888358762139648
@sum_conquest174,,,I'm so ready for this week to be over with. #christmasbreak #overschool,7:24 PM - 17 Dec 2012,0,4,2,https://www.twitter.com/sum_conquest174/status/280876166150250496
@CarlieJoWagner,,,I just know this week is going to go by slow.. the last week before #Christmasbreak #always #slow,7:49 PM - 15 Dec 2013,1,8,25,https://www.twitter.com/CarlieJoWagner/status/412429163434217475
@hance_seffes,,,We are literally the last school in the county that in school right now #NevadaCubPride #Christmasbreak #lookoutthewimdows,7:43 AM - 23 Dec 2016,0,7,8,https://www.twitter.com/hance_seffes/status/812322699427119104
@TheJackDublin,"Vancouver, WA",,"Into the mine... Up the Adventure
http://adbl.co/2M60GUL 
#audiobook #homeschool #audiobooks #histfic #IARTG #Audible #weekendreads #Westerns #christmasbreak #HappyNewYear #greatreads #bibliophile #Phoenix #Goodreads #amreading #homeschooling #middlegrade #YA #Kindlepic.twitter.com/nEQvxEFpmd",10:30 PM - 28 Dec 2018,0,14,13,https://www.twitter.com/TheJackDublin/status/1078901150756175873
@CaleBraden10,,,"TBT Next stop snowshoe, West Virginia? #christmasbreak @jameson_sorrels jtmartin55 dunn70 @sremus12… http://instagram.com/p/ecmbfaJPPC/ ",8:25 AM - 19 Sep 2013,0,2,2,https://www.twitter.com/CaleBraden10/status/380714317660037120
@KwakuBoat3ng,,,When bae makes you feel special #ChristmasBreak pic.twitter.com/IPbTpHjANH,7:25 PM - 20 Dec 2015,0,1,8,https://www.twitter.com/KwakuBoat3ng/status/678778399851208705
@DuartCastle,"Isle of Mull, Scotland",,This view never fails to amaze! Beautiful snowy days! #winterdays #christmasbreak #castlesofscotlandpic.twitter.com/jOq9zTL0mH,9:07 AM - 28 Dec 2018,1,1,31,https://www.twitter.com/DuartCastle/status/1078698849278005250
@laurenahicks,,,Getting to turn my alarm off #christmasbreakpic.twitter.com/EWYCWHqM,12:44 PM - 20 Dec 2012,0,1,2,https://www.twitter.com/laurenahicks/status/281862582430736386
@DarienJ4,,,Gotta love staying up late with no worries. #ChristmasBreak,10:53 PM - 25 Dec 2012,0,14,5,https://www.twitter.com/DarienJ4/status/283827949273243648
@kristinhtaylor,"Murray, KY",,"Our house has been louder & messier than usual, but I’m already getting a little sad the school routine is just days from resuming. But first we’re going to soak up the last moments of 2018 together. #bettertogether #siblinglove #newyearseve #christmasbreak #momconfessionspic.twitter.com/i4gVyLkFZK",7:15 AM - 31 Dec 2018,1,15,31,https://www.twitter.com/kristinhtaylor/status/1079757885285064704
@burtnylynnn,"Lincoln, NE",,Dear Lord please let these next 3 weeks go by fast  #Christmasbreak,9:14 AM - 30 Nov 2015,1,2,14,https://www.twitter.com/burtnylynnn/status/671376825323393024
@EbethGraber,"Newton, KS",,The natives are restless #ChristmasBreak @acole11111 @KenzieMoran15 @brock_horningpic.twitter.com/ptKmxrwAWD,10:31 AM - 16 Dec 2016,0,3,11,https://www.twitter.com/EbethGraber/status/809828359047938049
@Kozak_2,,,Oh my 5 page paper is due on friday... I'm on page: note taking/finding sources... #senioritis #APLAprobs #ChristmasBreak,8:32 PM - 11 Dec 2012,0,2,1,https://www.twitter.com/Kozak_2/status/278719002732290049
@britt_goodwin10,GVSU,,10 more school days.. I can do this #christmasbreak,6:27 PM - 8 Dec 2013,0,7,4,https://www.twitter.com/britt_goodwin10/status/409871792178610176
@kaylin_22sauve,VKH,,The best feeling #christmasbreakpic.twitter.com/GkzITM5Ona,11:16 AM - 19 Dec 2014,0,6,14,https://www.twitter.com/kaylin_22sauve/status/546021213026664448
@Nitro_elton12,,,ONE MORE DAY!!!!! #MidTerms #ChristmasBreak,8:47 AM - 18 Dec 2013,0,3,2,https://www.twitter.com/Nitro_elton12/status/413349876697554944
@michaelaforbes_,"Barrie, Ontario",,If the next 9 school days went by real quick I wouldn't mind at all #christmasbreak,7:10 PM - 8 Dec 2013,0,7,4,https://www.twitter.com/michaelaforbes_/status/409882759339855872
@CodyPThompson28,The Ville,,"When people say ""winter break"" << were not getting out because its cold but because Christ came to earth to DIE for our sins #CHRISTMASbreak",5:33 PM - 18 Dec 2012,1,10,4,https://www.twitter.com/CodyPThompson28/status/281210643527397376
@LeisuretimeUK,United Kingdom,,Travel with #Leisuretime for some Exmouth Festive Sparkle with Lunch! Travelling on 22nd November for 4 days. Superb value at just £159pp!! See our website for details: http://bit.ly/2qnZT8B  #Travel #ChristmasBreak #Cardiff #CoachHoidays #LTUKpic.twitter.com/RCVnqCEIUe,4:00 AM - 23 Nov 2019,0,1,0,https://www.twitter.com/LeisuretimeUK/status/1198209667656237063
@BP__27,"Michigan, USA",,It feels so great to finally sleep in.... #NoSchool #ChristmasBreak,6:58 AM - 20 Dec 2013,0,2,3,https://www.twitter.com/BP__27/status/414047086141648897
@kristey4rep77,"Augusta, KS",,Thanks @CoachKohlman for being an awesome teacher! Have a wonderful break with your family! #christmasbreakpic.twitter.com/bs5G1mklJZ,2:13 PM - 19 Dec 2014,0,2,6,https://www.twitter.com/kristey4rep77/status/546065862638460930
@MadelineeMcMeen,,,"""This is good because there's no homework!!!!!!!!"" @MadisonHaneyy #christmasbreak",12:23 PM - 21 Dec 2012,0,1,3,https://www.twitter.com/MadelineeMcMeen/status/282219783531921410
@victoriaashhh,"Baton Rouge, LA",,Ready to break rules and live a little more #christmasbreak,6:12 PM - 18 Dec 2012,0,4,2,https://www.twitter.com/victoriaashhh/status/281220391064719360
@KaityLin24,"Houston, TX",,Feels nice not having to be heading back to Fay tomorrow for school! #christmasbreak #onemonth #ilovecollege,6:43 PM - 16 Dec 2012,0,3,3,https://www.twitter.com/KaityLin24/status/280503538281492481
@heatherruder15,Hays ➡️ K-State ➡️KC,,Well time to just chill in Manhattan until my last final Friday. #4down1togo #christmasbreak,7:44 AM - 18 Dec 2013,0,1,4,https://www.twitter.com/heatherruder15/status/413333990611771393
@lizetthe_moreno,"Houston, TX",,"20 School days left of 1st semester 
#Christmasbreak",8:48 AM - 26 Nov 2017,0,4,9,https://www.twitter.com/lizetthe_moreno/status/934826102215888896
@kylevan12,"Billings Bridge, ON",,Gonna feel naked not wearing a backpack everywhere i go #Christmasbreak,12:09 PM - 15 Dec 2015,0,2,17,https://www.twitter.com/kylevan12/status/676856620077424641
@JakeSlaker_,Michigan/California,"Lockport, IL",Feels so good to be home and sleep in your own bed #ChristmasBreak,8:29 AM - 14 Dec 2014,0,0,12,https://www.twitter.com/JakeSlaker_/status/544167375294046208
@CaronCorpening,Hickory NC,,Everybody at school... And im at home chillin #ChristmasBreak,6:37 AM - 13 Dec 2012,1,4,2,https://www.twitter.com/CaronCorpening/status/279233491047170048
@celbuckingham,"Bratislava, Slovakia",,Christmas singing with carmelbuckingham :) #christmasbreak #familytime #holidayseason http://instagram.com/p/iWakyYBqSv/ ,7:49 AM - 25 Dec 2013,2,4,14,https://www.twitter.com/celbuckingham/status/415872047802494976
@Local_Jesster77,"Columbia, SC",,Making a super awesome for with the great @happy_hollidays #christmasbreakpic.twitter.com/XnNGzp5,4:09 PM - 23 Dec 2012,0,0,5,https://www.twitter.com/Local_Jesster77/status/283001388785610752
@tiscatime,"Mumbai, India",,And this is how we spent #ChristmasDay #ChristmasAndCricket #dayoff #bondingwithcastandcrew #christmasbreak #naseeruddinshah #thehungryfilmpic.twitter.com/nvj6nVTImD,4:28 AM - 25 Dec 2016,8,10,107,https://www.twitter.com/tiscatime/status/812998408344518657
@_HannahRoth,,,"I am ashamed to say how many episodes of Friends I have watched today. Also, the number of KitKats I have eaten. #ChristmasBreak",5:34 PM - 7 Jan 2015,1,2,12,https://www.twitter.com/_HannahRoth/status/553001765231009793
@KaraKane3,,,The next 2 weeks are going to be so bad for my health #turnup #christmasbreak,11:23 AM - 21 Dec 2012,0,2,2,https://www.twitter.com/KaraKane3/status/282204739712733185
@markycollector,Blackpool,"South Shore, England",For today’s adventure we’re back at Mackie Mayor for lunch and to take some cool photos of the venue ! Thanks for letting me look round guys ! @MackieMayor #northernquartermanchester #nothernquarter #citylife #cityfoodie #foodadventures #citybreak #christmasbreakpic.twitter.com/CzzsjulTPv,6:31 AM - 22 Nov 2019,0,0,0,https://www.twitter.com/markycollector/status/1197885412854894593
@jayknowsbest2,,,I swear Thursday couldn't come any faster #christmasbreak,1:11 PM - 18 Dec 2012,0,5,2,https://www.twitter.com/jayknowsbest2/status/281144718170132480
@coachcarterRNR,,,It feels so good not to have to go to work tomorrow!!  #Christmasbreak,5:38 PM - 22 Dec 2013,0,4,4,https://www.twitter.com/coachcarterRNR/status/414933108937744384
@TheTrendy_Bean,,,"In case of any misunderstanding: Niall is back at home in Ireland. Zayn, Louis, and Liam are in the UK. Harry is in LA. #christmasbreak x",10:06 AM - 21 Dec 2012,0,7,5,https://www.twitter.com/TheTrendy_Bean/status/282185401312088065
@LaheyMatthew,"Halifax, Nova Scotia",,Finals over #christmasbreak #letsgetdrunk,4:27 PM - 14 Dec 2013,1,2,3,https://www.twitter.com/LaheyMatthew/status/412015974687064065
@joshd206,FedWay / Seattle,"Des Moines, WA","Some may call it fear, others call it respect, but at 22 I still don’t touch my dad’s thermostat when I come home. 

#ChristmasBreak",2:29 PM - 25 Dec 2017,0,1,28,https://www.twitter.com/joshd206/status/945421373593214976
@bnicholls24,,,I love sitting at home knowing that there is no school next week #christmasbreak,9:52 AM - 21 Dec 2012,0,1,4,https://www.twitter.com/bnicholls24/status/282181873290072064
@THEWillKing,"Hartsville, SC",,Finals  #ChristmasBreak #TurnUp,11:44 AM - 20 Dec 2013,0,3,4,https://www.twitter.com/THEWillKing/status/414119203789352960
@banannie87,,,Only 5 more days! I can do it! #christmasbreak #hurryup ,6:53 AM - 17 Dec 2012,0,1,5,https://www.twitter.com/banannie87/status/280687047344275456
@Hannah__Garnett,,"Burnaby, British Columbia","With #Christmasbreak fast approaching, how is everyone planning to spend it?",1:20 PM - 25 Nov 2019,1,0,2,https://www.twitter.com/Hannah__Garnett/status/1199075367538966529
@sjcoffey,,,Headed to lago today! #christmasbreak,8:47 AM - 21 Dec 2012,0,1,4,https://www.twitter.com/sjcoffey/status/282165499658383360
@mariahbasinger,,,Still having anxiety that I have an assignment that I forgot to do or that is due #christmasbreak,9:10 AM - 18 Dec 2016,0,2,22,https://www.twitter.com/mariahbasinger/status/810532609214283777
@SchweitzerID,"10000 Schweitzer Mountain Rd Sandpoint, Idaho 83864",,"#Christmasbreak starts today - let the fun begin! Join us for #powder off the T-Bar, #free #nightskiing & #livemusicpic.twitter.com/PsuicBwBhG",8:48 AM - 19 Dec 2015,1,5,13,https://www.twitter.com/SchweitzerID/status/678255491227648000
@DevBondi,,,"I haven't moved off the couch in four hours, yet I feel zero guilt about it #christmasbreak",4:26 PM - 23 Dec 2013,0,0,5,https://www.twitter.com/DevBondi/status/415277151487664128
@humpgillie,,,My feelings about packing to go home. #idontwanna #christmasbreak https://vine.co/v/h0QpL1wgbwh ,2:53 PM - 19 Dec 2013,0,1,9,https://www.twitter.com/humpgillie/status/413804194416844800
@coty_graham,,,Well that went by quick #Christmasbreak,2:12 PM - 1 Jan 2013,0,3,1,https://www.twitter.com/coty_graham/status/286233416758870017
@nathan_geis14,"Auburn, AL",,The feelin when you finish that last exam>>>> #christmasbreak #bringmesanta,8:55 AM - 20 Dec 2012,0,4,3,https://www.twitter.com/nathan_geis14/status/281804996062879744
@OfficerCarmen,"Lee's Summit, MO",,What better way to start my Christmas Vacation then replacing the kitchen floor.....#newfloor #christmasbreak #HappySaturdayEveryone #BackTheBluepic.twitter.com/009oDEXo61,11:44 AM - 22 Dec 2018,22,6,156,https://www.twitter.com/OfficerCarmen/status/1076564038463746048
@AnnaCrail,"Wenatchee, WA",,Just one more day #CantWait #christmasbreak,6:18 PM - 13 Dec 2012,0,4,3,https://www.twitter.com/AnnaCrail/status/279410092393238528
@Verniecenciso,Manila Philippines,,What's keeping me company tonight  let the piggy in me begin! #christmasbreakpic.twitter.com/C08s72yiXh,10:17 AM - 22 Dec 2013,0,0,18,https://www.twitter.com/Verniecenciso/status/414822111048261632
@ChrisChinea_20,Miami  ✈️ BR  ✈️ Springfield,,Miami bound #christmasbreak #5weeks,6:16 PM - 8 Dec 2014,0,2,13,https://www.twitter.com/ChrisChinea_20/status/542140777694896128
@BayTech2,,,Lighting Up Launchpad teacher winner from St. Andrews @ClassLink #Christmasbreakpic.twitter.com/F6KG4WscVE,10:22 AM - 18 Dec 2015,0,4,7,https://www.twitter.com/BayTech2/status/677916887876042752
@MuzicByMozart,LA - The world is my home!,,Do u think I can wear my #santa hat 2 the #Christmas party t2nite?  #Christmasbreakpic.twitter.com/RQEfl7M8wh,3:15 PM - 19 Dec 2014,0,1,4,https://www.twitter.com/MuzicByMozart/status/546081404610568192
@AGBell5,"Asheville, NC",,My mom just told me to bring my dirty laundry downstairs. #perksofbeinghome #christmasbreak ,8:58 AM - 14 Dec 2013,0,1,6,https://www.twitter.com/AGBell5/status/411903137637617664
@wesmonson181,,,Trying to get a crew together for cancun #christmasbreak,6:33 AM - 27 Jun 2013,2,2,9,https://www.twitter.com/wesmonson181/status/350245537485824000
@lucy_duerdoth,Oxfordshire,"Wantage, England",A very misty morning's stock checking for @BBOWT at Chimney Meadows - all present & enjoying their #ChristmasBreak!pic.twitter.com/y5BRam8w2d,12:10 PM - 28 Dec 2016,0,3,7,https://www.twitter.com/lucy_duerdoth/status/814201794817617922
@TWaddle726,,,So ready for this week to be over!! #Christmasbreak,6:41 AM - 10 Dec 2012,0,5,2,https://www.twitter.com/TWaddle726/status/278147507358425088
@eileen_davidson,,,I’m in bed in my pajamas @MsSarahPaulson  #Christmasbreakhttps://twitter.com/bricesander/status/943164508876312577 …,12:32 PM - 19 Dec 2017,0,0,0,https://www.twitter.com/eileen_davidson/status/943217536081866752
@WindchimesH,"Torquay, South Devon",,Fab coast walk from Windchimes today @hiking_rr @WalksBritain @VisitDevon #Christmasbreakpic.twitter.com/wcaatkZWzX,7:32 AM - 15 Nov 2015,0,5,6,https://www.twitter.com/WindchimesH/status/665915398085353472
@stinaaa25,,,"I truly  not having to worry about school at all. 
#ChristmasBreak",9:54 AM - 17 Dec 2012,0,3,6,https://www.twitter.com/stinaaa25/status/280732655341957121
@tori_majeski,seymour,,It's so nice to know that there is no school tomorrow #christmasbreak,6:53 PM - 22 Dec 2013,0,2,7,https://www.twitter.com/tori_majeski/status/414951910492209153
@JohnnyEblen,,,Ready to be home and spend some time with the fam! #christmasbreak,12:21 PM - 19 Dec 2012,0,2,3,https://www.twitter.com/JohnnyEblen/status/281494596301754368
@PatrickSanvido,,,"Merry Christmas to all the boys, can't wait to be home with the family #christmasbreak",5:04 AM - 21 Dec 2013,0,2,7,https://www.twitter.com/PatrickSanvido/status/414380818669502464
@papermakers13,"Camas, WA",,Wear your ugly sweaters to school on Friday! #christmasbreak,5:30 PM - 11 Dec 2012,0,4,3,https://www.twitter.com/papermakers13/status/278673039133138946
@chaserdickinson,,,"Watched a good movie, did some reading, ate chickfila, and got a free milkshake. I feel like a white girl. #Christmasbreak",3:47 PM - 12 Dec 2013,0,0,7,https://www.twitter.com/chaserdickinson/status/411281123449126913
@benpeters23,Minneapolis MN,,It's so amazing be able to wake up without an alarm... I almost forgot what it was like! #ChristmasBreak,9:54 AM - 14 Dec 2012,0,2,3,https://www.twitter.com/benpeters23/status/279645597508722691
@ProudMtrsports,"Oswego, NY",,Sure doesn't look or feel like #ChristmasBreak at the #SteelPalace @OswegoSpeedway. Close to only 100 Days to go...pic.twitter.com/5lt8pD8lSB,8:59 AM - 28 Dec 2014,0,8,9,https://www.twitter.com/ProudMtrsports/status/549248339380674560
@wdschluterman,"Johnson City, TN",,Waking up and not knowing what day it is. #christmasbreak,8:59 AM - 13 Dec 2012,0,2,1,https://www.twitter.com/wdschluterman/status/279269320461266945
@gretaknower,"Lakeville, MN",,"1 more day, we can do it. #prayforisd194 #christmasbreak",7:52 PM - 19 Dec 2013,0,5,19,https://www.twitter.com/gretaknower/status/413879628361506817
@The_WalkinGiant,Tennessee,,I'm ready to take this final and get it over with #ChristmasBreak,9:16 AM - 5 Dec 2013,0,2,2,https://www.twitter.com/The_WalkinGiant/status/408646166499561472
@BridportMan,Bridport,,"We'll be on Christmas break from December 16th to 29th this year.  Availability before Christmas 2019 is limited and we're already taking bookings for the new year.  So if you'd like to book a removal or delivery with us, don't delay!
#ManandVan #ChristmasBreak #NewYear2020pic.twitter.com/St3imyIb9H",5:54 AM - 27 Nov 2019,1,1,3,https://www.twitter.com/BridportMan/status/1199687885143891968
@amart2013,,,Everybody is starting to stress out over exams and I'm over here stress free  #GoodLuck #OC #ChristmasBreak,4:29 PM - 8 Dec 2013,1,3,7,https://www.twitter.com/amart2013/status/409842076038492160
@CDewtie,,,Just woke up the entire family to tell them I won the Stanley cup in NHL14 #christmasbreak,7:23 PM - 17 Dec 2013,0,0,10,https://www.twitter.com/CDewtie/status/413147423272611841
@shelbibittinger,nebraska 🌽 ❤️,,I'm already checked out of this semester. #ChristmasBreak?,9:13 PM - 5 Dec 2013,0,1,13,https://www.twitter.com/shelbibittinger/status/408826606396772352
@HollinskyDoug,"Windsor, On, Ca",,That’s first half for @RyersonRamsMHKY 11 Wins in 16 games w/ 11 first year players. Excited to see where this team goes after much needed break for Boys. #ChristmasBreak #stay-tune @Dusters9 @Br00ks21 @koricheverie @CaptCan303 @ShantzBrian,8:24 PM - 2 Dec 2017,0,2,15,https://www.twitter.com/HollinskyDoug/status/937175581443153920
@teeeeebaby,,,These folks >>>> @RThompson116 @dezpierceirun @ladynieci #christmasbreak #backatitagain #lifelongfriendsh http://instagr.am/p/TJ_cO9nd8e/ ,4:12 PM - 12 Dec 2012,1,1,2,https://www.twitter.com/teeeeebaby/status/279015977306439681
@gmangriffg,"Nashville, TN",,I've only said like 6 words out loud today #christmasbreak,2:26 PM - 22 Dec 2014,0,1,9,https://www.twitter.com/gmangriffg/status/547156292138446848
@brasberry11,,,knowing i don't have to go to class tomorrow feels so good. #ChristmasBreak,8:21 AM - 13 Dec 2012,0,4,2,https://www.twitter.com/brasberry11/status/279259742822621184
@DreyBratcher,Bratcher Farms,,Just want this week to be over #christmasbreak,9:23 PM - 17 Dec 2013,0,0,8,https://www.twitter.com/DreyBratcher/status/413177592632467456
@itstylerrussell,"Nashville, TN",,It's happening… It's time to watch Elf. This movie is perfect. #ChristmasBreak #TisTheSeason,5:29 PM - 14 Dec 2014,0,0,20,https://www.twitter.com/itstylerrussell/status/544303220441763841
@medmarketingmom,,,I'm confused.. Isn't there supposed to be a book in my hands? #ChristmasBreak #premedprobz,9:18 PM - 17 Dec 2012,1,14,7,https://www.twitter.com/medmarketingmom/status/280904888035184640
@Kell_Joyce,Tennessee!,"Johnson City, TN","Waking up and realizing I don't have any assignments, any tests, or anything to study for. Best feeling ever #christmasbreak",8:01 AM - 13 Dec 2013,0,1,6,https://www.twitter.com/Kell_Joyce/status/411526197685018624
@AtomDelgado,"Fort Worth, TX",,Feels good to wake up without worrying about anything school-related! #ChristmasBreak,8:17 AM - 14 Dec 2012,1,2,1,https://www.twitter.com/AtomDelgado/status/279621105554161665
@stetson_sanford,,,"When you wake up at noon everyday, your day is really shot. #ChristmasBreak",2:40 PM - 17 Dec 2014,0,0,11,https://www.twitter.com/stetson_sanford/status/545347735864360960
@KSecretan,,,Y must all good things come to an end #christmasbreak,12:10 PM - 4 Jan 2014,0,1,4,https://www.twitter.com/KSecretan/status/419561452861530112
@YLMSportScience,"Nice, France",,"#ChristmasBreak
 Reduce training volume drastically
 Maintain high-intensity bursts
http://ylmsportscience.blogspot.com/2015/06/high-intensity-interval-training-every.html …pic.twitter.com/JJlvdFfMTm",11:30 PM - 17 Dec 2015,0,8,13,https://www.twitter.com/YLMSportScience/status/677752706195398656
@michaelllam,,,"Now that semi is over, what do I have to look forward to? #christmasbreak",11:43 AM - 23 Nov 2013,0,5,3,https://www.twitter.com/michaelllam/status/404334335547146240
@JoshyBear5,"Prague, Czech Republic",,The three day week before Christmas Break is the biggest joke for school. #ChristmasBreak,10:50 AM - 17 Dec 2012,0,0,5,https://www.twitter.com/JoshyBear5/status/280746889748561920
@devin_schiess11,"Platteville, WI",,this semester can't end any sooner #Christmasbreak #everyoneshome,7:25 AM - 4 Nov 2013,0,2,5,https://www.twitter.com/devin_schiess11/status/397384084089221121
@Rob_Crisan95,"Michigan, USA",,"I have SO many assignments to do this week, but I just can't focus. #ChristmasBreak",5:32 PM - 17 Dec 2012,0,0,1,https://www.twitter.com/Rob_Crisan95/status/280847852081643520
@chels5397,Streets of Bexley,,Its an awesome feeling to know I don't have to go back to school tomorrow! #christmasbreak,4:34 PM - 23 Dec 2012,0,0,5,https://www.twitter.com/chels5397/status/283007715134042112
@lynnsv11,"San Marcos, TX",,Can't believe it's already Thursday tomorrow!  keep the fast paste going  #hurryup #christmasbreak,6:45 PM - 4 Dec 2013,0,2,4,https://www.twitter.com/lynnsv11/status/408426906644525056
@felicianavidad_,,,I thought I'd be decent at ice skating but then I remembered I should probably be decent at walking on land first #christmasbreak #clumsy,5:56 PM - 22 Dec 2014,0,1,7,https://www.twitter.com/felicianavidad_/status/547209187407572993
@TopazStopBrexit,EU,,"consulate or Embassy abroad 

Citizens of any EU country can use the consulate of any of the 28 members.If they are in trouble abroad...

... & their country doesn't have a consular service available

 #Christmas2019 #GE2019 #Christmasbreak #FBPEpic.twitter.com/nmNNxh352U",7:12 AM - 26 Nov 2019,0,0,1,https://www.twitter.com/TopazStopBrexit/status/1199345062125031426
@gabbirae21,,,So excited to finally sleep in.. Not set an alarm.. and not have school on Monday #thankyou #christmasbreak,10:32 PM - 21 Dec 2012,0,1,2,https://www.twitter.com/gabbirae21/status/282373065650876416
@Tiannaaaaaa_,Murder Valley,,"This 2 week break needs to come , FAST . #5MoreDays #ChristmasBreak",11:09 PM - 15 Dec 2012,0,1,1,https://www.twitter.com/Tiannaaaaaa_/status/280207967033360384
@IsbellHeather,W/ my boyfriend or @ work,,Just these two days and a week left. I can do it.. #christmasbreak,5:48 AM - 12 Dec 2013,0,1,4,https://www.twitter.com/IsbellHeather/status/411130515949772800
@chazapher,,,#ChristmasBreak ohhhh the shade. #bb19 got jokes.pic.twitter.com/nt0O7M0c7Z,6:25 PM - 6 Jul 2017,0,8,67,https://www.twitter.com/chazapher/status/883134846683541505
@NHSBoosterClub,,,Our students have Christmas spirit tonight. #wildcatpride #neoshowildcatbasketball #christmasbreak #UglySweaterpic.twitter.com/FDnkYgvBp9,5:05 PM - 19 Dec 2014,0,5,8,https://www.twitter.com/NHSBoosterClub/status/546109016494313472
@BrettPederson,New York City,,so why is tomorrow only tuesday?? #iwantfriday #christmasbreak,8:16 PM - 16 Dec 2013,0,3,7,https://www.twitter.com/BrettPederson/status/412798421573967872
@frissy37,,,RIP to the endless days of Netflix and naps. #christmasbreak,10:24 AM - 6 Jan 2015,0,3,7,https://www.twitter.com/frissy37/status/552531190738337792
@steph_gaytan95,"Dallas, TX","Glen Carbon, IL",Can not wait to get this week over with #christmasbreak,11:56 AM - 15 Dec 2013,1,15,6,https://www.twitter.com/steph_gaytan95/status/412310133595996160
@mattie_monroe,"Celina, TN",,"ONLY 

51 

DAYS
 
LEFT 

#christmasbreak #countdown",5:37 AM - 22 Oct 2013,1,1,6,https://www.twitter.com/mattie_monroe/status/392630792574500864
@sarah_farms,"Omaha, NE",,I just need to point out I haven't gotten out of my pj's all day. Merry Christmas indeed. #christmasbreak #cozy,3:01 PM - 25 Dec 2012,0,2,1,https://www.twitter.com/sarah_farms/status/283709149315993600
@kaliesaathoff,,,"Wake up-EAT, Watch Netflix-EAT, Take a nap-EAT, More Netflix-EAT, Another nap-EAT, Knit a scarf-EAT. #Christmasbreak (as told by Kanye)",12:40 PM - 26 Dec 2013,0,1,5,https://www.twitter.com/kaliesaathoff/status/416307596924973056
@_intomygaLEXY,Purdue,,I wish it was Tuesday...of next week... #christmasbreak ,6:09 PM - 15 Dec 2015,0,2,7,https://www.twitter.com/_intomygaLEXY/status/676947175767699456
@Dimitri_Edouard,,,No more school >>>>>>>> #ChristmasBreak,11:42 AM - 21 Dec 2012,0,12,0,https://www.twitter.com/Dimitri_Edouard/status/282209363823837184
@liamd24,,"New York, USA",The amount of happiness I'm going to have on Thursday at 2:36 when the closing prayer comes on #christmasbreak,3:43 PM - 18 Dec 2012,1,3,2,https://www.twitter.com/liamd24/status/281183053236285441
@aucklandzoo,"Auckland, New Zealand",,"It’s the silly season! A time to eat delicious kai, get your fill of Vit D and get amongst nature with your whānau. At Auckland Zoo you can get up close to everything that runs, hops, crawls, flies, digs - and snacks on #strawberries, like this clever agouti!  #christmasbreakpic.twitter.com/x3DZort3gI",10:57 AM - 29 Dec 2018,0,4,19,https://www.twitter.com/aucklandzoo/status/1079088983181643776
@lassen9897,,,ONE more week #ChristmasBreak,5:59 AM - 16 Dec 2013,0,2,4,https://www.twitter.com/lassen9897/status/412582637337735168
@IvanCasjr7,"Reno, NV",,S/O to the real homies. I can't wait to see you guys. #iLuhYouBruhs #ChristmasBreak @Jalbright32 @TheJedi82 @KBerentsen @ZziesInTheKnees ,10:54 PM - 1 Dec 2014,2,3,6,https://www.twitter.com/IvanCasjr7/status/539673829162123265
@Tyler5Ross,"Pittsford, NY",,Waking up to my dog > waking up to an alarm to get up for a final #christmasbreak #loveit,8:58 AM - 14 Dec 2012,0,1,1,https://www.twitter.com/Tyler5Ross/status/279631422233378816
@ToqueLuc,from the untamed wilds of B.C.,,"I've been getting up at 6 every morning,
and then immediately taking a 3-4 hour nap.
#SeizeTheDay #ChristmasBreak #InvestInRest",11:13 AM - 21 Dec 2014,2,12,48,https://www.twitter.com/ToqueLuc/status/546745319669506048
@beckstead51,ladville,,Wait what is a school ? #christmasbreak,7:04 PM - 5 Jan 2014,0,1,7,https://www.twitter.com/beckstead51/status/420028093538250753
@K_sanch23,Bay Area,,It's 4 pm and I'm still in my pajamas #christmasbreak #bumlife,4:06 PM - 22 Dec 2012,0,1,7,https://www.twitter.com/K_sanch23/status/282638160444411904
@FuGodFarah,Ohio,,I'M GONNA GET SOME HOT COCO AND LISTEN TO THE MICHEAL BUBLÉ CHRISTMAS ALBUM #itsthemostwonderfultimeoftheyear #christmasbreak,8:40 AM - 25 Mar 2013,0,2,6,https://www.twitter.com/FuGodFarah/status/316213051449827328
@audrey_e_fields,,,I tweeted this using just my nose. #ChristmasBreak,9:54 PM - 21 Dec 2014,1,1,9,https://www.twitter.com/audrey_e_fields/status/546906560551997440
@emowen89,Glen Carbon/Edwardsville,,Feelin love from @alhilll either she thinks I'm pretty awesome or she's having a relatively slow #ChristmasBreakpic.twitter.com/mGsObPMgbf,8:24 PM - 23 Dec 2013,1,0,4,https://www.twitter.com/emowen89/status/415337152054980609
@Morgan_Roberts3,"Johnson City, TN",,"I'm so ready to get this week over with! 
#ChristmasBreak",7:38 AM - 16 Dec 2012,0,5,2,https://www.twitter.com/Morgan_Roberts3/status/280336087090601984
@loevaaa,,,"can't believe I actually made it through this week! 
#christmasbreak #finallllly",8:44 PM - 21 Dec 2012,0,2,1,https://www.twitter.com/loevaaa/status/282345733225598977
@CoryJay34,,,"Welp.. guess it's bout that time of year. ""Ghost Town Waco"" #ChristmasBreak",9:16 AM - 17 Dec 2013,1,5,13,https://www.twitter.com/CoryJay34/status/412994664845680640
